sampleid	Phylum	Class	Order	Family	Genus	Species	DietSimp	DietSpec	Diet_2	Notes	Study	16S515F-806R	FASTQ.gzfiles	Metadata(custom)	pairedORsingle	initials	duplicate
10376.Rabbit	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	Oryctolagus cuniculus	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Callimicos	Chordata	Mammalia	Primates	Cebidae	Callimico	Callimico goeldii	Omnivore	Omnivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.ZebraSTL1	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus grevyi	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.BaboonW	Chordata	Mammalia	Primates	Cercopithecidae	Papio	Papio hamadryas	Omnivore	Omnivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Zebra2	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus zebra	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Okapi1	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Okapia	Okapia johnstoni	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Okapi2	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Okapia	Okapia johnstoni	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Okapi3	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Okapia	Okapia johnstoni	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Kroo1	Chordata	Mammalia	Diprotodontia	Macropodidae	Macropus	Macropus rufus	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Kroo3	Chordata	Mammalia	Diprotodontia	Macropodidae	Macropus	Macropus rufus	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Armadillo	Chordata	Mammalia	Cingulata	Chlamyphoridae	Tolypeutes	Tolypeutes matacus	Omnivore	Omnivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Gazelle2	Chordata	Mammalia	Cetartiodactyla	Bovidae	Gazella	Gazella spekei	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Gazelle3	Chordata	Mammalia	Cetartiodactyla	Bovidae	Gazella	Gazella spekei	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.SpgbkW	Chordata	Mammalia	Cetartiodactyla	Bovidae	Antidorcas	Antidorcas marsupialis	Herbivore	Herbivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
10376.Orang1	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo abelii	Omnivore	Omnivore	NA	NA	10376	NA	NA	NA	NA	NA	NA
11166.NATL.24753.agouti	Chordata	Mammalia	Rodentia	Dasyproctidae	Dasyprocta	Dasyprocta leporina	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25045.tortoise	Chordata	Reptilia	Testudines	Testudinidae	Aldabrachelys	Aldabrachelys gigantea	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25047.alligator	Chordata	Reptilia	Crocodylia	Alligatoridae	Alligator	Alligator mississippiensis	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24106.flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus ruber	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24695.flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus ruber	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25026.b.flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus chilensis	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25026.flamingo	Chordata	Aves	Phoenicopteriformes	Phoenicopteridae	Phoenicopterus	Phoenicopterus chilensis	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24720.bear	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24721.bear	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24722.bear	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25177.bear	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25178.bear	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25179.bear	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25180.bear	Chordata	Mammalia	Carnivora	Ursidae	Tremarctos	Tremarctos ornatus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24682.mongoose	Chordata	Mammalia	Carnivora	Herpestidae	Mungos	Mungos mungo	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24742.mongoose	Chordata	Mammalia	Carnivora	Herpestidae	Mungos	Mungos mungo	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24103.owl	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix varia	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24105.owl	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix varia	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25066.owl	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix varia	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24688.ferret	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela nigripes	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24734.ferret	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela nigripes	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24659.howler	Chordata	Mammalia	Primates	Atelidae	Alouatta	Alouatta pigra	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25028.howler	Chordata	Mammalia	Primates	Atelidae	Alouatta	Alouatta pigra	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24394.frog	Chordata	Amphibia	Anura	Dendrobatidae	Dendrobates	Dendrobates azureus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24340.tanager	Chordata	Aves	Passeriformes	Thraupidae	Tangara	Tangara episcopus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24299.mousebird	Chordata	Aves	Coliiformes	Coliidae	Urocolius	Urocolius macrourus	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24333.teal	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas discors	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24723.bobcat	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx rufus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24369.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24657.b.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24657.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24677.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24726.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24730.kiwi	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	Apteryx australis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24699.bettong	Chordata	Mammalia	Diprotodontia	Potoroidae	Bettongia	Bettongia penicillata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25052.bettong	Chordata	Mammalia	Diprotodontia	Potoroidae	Bettongia	Bettongia penicillata	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25016.python	Chordata	Reptilia	Squamata	Pythonidae	Python	Python molurus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24309.owl	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24344.owl	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24393.owl	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24626.owl	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24628.owl	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24680.owl	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24667.lizard	Chordata	Reptilia	Squamata	Teiidae	Dracaena	Dracaena guianensis	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24716.caracal	Chordata	Mammalia	Carnivora	Felidae	Caracal	Caracal caracal	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24096.b.cassowary	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius	Casuarius casuarius	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24096.cassowary	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius	Casuarius casuarius	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25015.cassowary	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius	Casuarius casuarius	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25069.cassowary	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius	Casuarius casuarius	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24724.chameleon	Chordata	Reptilia	Squamata	Chamaeleonidae	Chamaeleo	Chamaeleo calyptratus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25031.a.lizard	Chordata	Reptilia	Squamata	Agamidae	Gonocephalus	Gonocephalus chamaeleontinus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25031.b.lizard	Chordata	Reptilia	Squamata	Agamidae	Gonocephalus	Gonocephalus chamaeleontinus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24745.chevrotain	Chordata	Mammalia	Cetartiodactyla	Tragulidae	Tragulus	Tragulus napu	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24759.chevrotain	Chordata	Mammalia	Cetartiodactyla	Tragulidae	Tragulus	Tragulus napu	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24232.chinchilla	Chordata	Mammalia	Rodentia	Chinchillidae	Chinchilla	Chinchilla lanigera	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24629.chinchilla	Chordata	Mammalia	Rodentia	Chinchillidae	Chinchilla	Chinchilla lanigera	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25034.a.lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus crocodilurus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25034.b.lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus crocodilurus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25036.a.lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus crocodilurus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25036.b.lizard	Chordata	Reptilia	Squamata	Shinisauridae	Shinisaurus	Shinisaurus crocodilurus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24229.raven	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24254.raven	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24322.raven	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24397.raven	Chordata	Aves	Passeriformes	Corvidae	Corvus	Corvus corax	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24288.oropendula	Chordata	Aves	Passeriformes	Icteridae	Psarocolius	Psarocolius decumanus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24313.oropendula	Chordata	Aves	Passeriformes	Icteridae	Psarocolius	Psarocolius decumanus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24323.oropendula	Chordata	Aves	Passeriformes	Icteridae	Psarocolius	Psarocolius decumanus	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24731.crocodile	Chordata	Reptilia	Crocodylia	Crocodylidae	Crocodylus	Crocodylus rhombifer	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25044.crocodile	Chordata	Reptilia	Crocodylia	Crocodylidae	Crocodylus	Crocodylus rhombifer	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25065.crocodile	Chordata	Reptilia	Crocodylia	Crocodylidae	Crocodylus	Crocodylus rhombifer	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25079.crocodile	Chordata	Reptilia	Crocodylia	Crocodylidae	Crocodylus	Crocodylus rhombifer	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24091.curassow	Chordata	Aves	Galliformes	Cracidae	Crax	Crax alberti	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24702.curassow	Chordata	Aves	Galliformes	Cracidae	Crax	Crax alberti	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25051.curassow	Chordata	Aves	Galliformes	Cracidae	Crax	Crax alberti	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24245.rat	Chordata	Mammalia	Rodentia	Bathyergidae	Fukomys	Fukomys damarensis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24590.rat	Chordata	Mammalia	Rodentia	Bathyergidae	Fukomys	Fukomys damarensis	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24264.degu	Chordata	Mammalia	Rodentia	Octodontidae	Octodon	Octodon degus	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24580.degu	Chordata	Mammalia	Rodentia	Octodontidae	Octodon	Octodon degus	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24627.degu	Chordata	Mammalia	Rodentia	Octodontidae	Octodon	Octodon degus	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24676.degu	Chordata	Mammalia	Rodentia	Octodontidae	Octodon	Octodon degus	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24238.duck	Chordata	Aves	Anseriformes	Anatidae	NA	NA	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24308.duck	Chordata	Aves	Anseriformes	Anatidae	NA	NA	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24315.duck	Chordata	Aves	Anseriformes	Anatidae	NA	NA	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25077.duck	Chordata	Aves	Anseriformes	Anatidae	NA	NA	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24713.mongoose	Chordata	Mammalia	Carnivora	Herpestidae	Helogale	Helogale parvula	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25075.mongoose	Chordata	Mammalia	Carnivora	Herpestidae	Helogale	Helogale parvula	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24346.egret	Chordata	Aves	Pelecaniformes	Ardeidae	Bubulcus	Bubulcus ibis	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24094.b.tinamou	Chordata	Aves	Tinamiformes	Tinamidae	Eudromia	Eudromia elegans	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24094.tinamou	Chordata	Aves	Tinamiformes	Tinamidae	Eudromia	Eudromia elegans	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24693.b.tinamou	Chordata	Aves	Tinamiformes	Tinamidae	Eudromia	Eudromia elegans	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24693.tinamou	Chordata	Aves	Tinamiformes	Tinamidae	Eudromia	Eudromia elegans	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24093.emu	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius	Dromaius novaehollandiae	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24100.emu	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius	Dromaius novaehollandiae	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25068.b.emu	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius	Dromaius novaehollandiae	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25068.emu	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius	Dromaius novaehollandiae	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24656.fox	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes zerda	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24751.fox	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes zerda	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24703.marmoset	Chordata	Mammalia	Primates	Cebidae	Callithrix	Callithrix geoffroyi	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24739.marmoset	Chordata	Mammalia	Primates	Cebidae	Callithrix	Callithrix geoffroyi	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25062.anteater	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25080.anteater	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25181.anteater	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25184.anteater	Chordata	Mammalia	Pilosa	Myrmecophagidae	Myrmecophaga	Myrmecophaga tridactyla	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24655.rat	Chordata	Mammalia	Rodentia	Nesomyidae	Hypogeomys	Hypogeomys antimena	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24669.rat	Chordata	Mammalia	Rodentia	Nesomyidae	Hypogeomys	Hypogeomys antimena	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24675.rat	Chordata	Mammalia	Rodentia	Nesomyidae	Hypogeomys	Hypogeomys antimena	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25042.a.gecko	Chordata	Reptilia	Squamata	Gekkonidae	Uroplatus	Uroplatus fimbriatus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25042.b.gecko	Chordata	Reptilia	Squamata	Gekkonidae	Uroplatus	Uroplatus fimbriatus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25040.lizard	Chordata	Reptilia	Squamata	Anguidae	Pseudopus	Pseudopus apodus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24687.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus chrysomelas	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24701.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus chrysomelas	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24736.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus chrysomelas	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24743.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus chrysomelas	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24679.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus rosalia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24696.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus rosalia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24709.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus rosalia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25023.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus rosalia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25055.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus rosalia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25074.tamarin	Chordata	Mammalia	Primates	Cebidae	Leontopithecus	Leontopithecus rosalia	Omnivore	Omnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24263.frog	Chordata	Amphibia	Anura	Mantellidae	Mantella	Mantella aurantiaca	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24390.frog	Chordata	Amphibia	Anura	Mantellidae	Mantella	Mantella aurantiaca	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24260.grosbeak	Chordata	Aves	Passeriformes	Fringillidae	Pheucticus	Pheucticus chrysogaster	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24290.grosbeak	Chordata	Aves	Passeriformes	Fringillidae	Pheucticus	Pheucticus chrysogaster	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24395.grosbeak	Chordata	Aves	Passeriformes	Fringillidae	Pheucticus	Pheucticus chrysogaster	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24396.grosbeak	Chordata	Aves	Passeriformes	Fringillidae	Pheucticus	Pheucticus chrysogaster	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24715.a.kingsnake	Chordata	Reptilia	Squamata	Colubridae	Lampropeltis	Lampropeltis alterna	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24715.b.kingsnake	Chordata	Reptilia	Squamata	Colubridae	Lampropeltis	Lampropeltis alterna	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.25041.anaconda	Chordata	Reptilia	Squamata	Boidae	Eunectes	Eunectes murinus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24259.frog	Chordata	Amphibia	Anura	Dendrobatidae	Dendrobates	Dendrobates tinctorius	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24279.frog	Chordata	Amphibia	Anura	Dendrobatidae	Dendrobates	Dendrobates tinctorius	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24244.salamander	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides aeneus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24271.salamander	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides aeneus	Carnivore	Carnivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24384.macaw	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara chloropterus	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
11166.NATL.24230.macaw	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara chloropterus	Herbivore	Herbivore	NA	NA	11166	NA	NA	NA	NA	NA	NA
