sampleid	Phylum	Class	Order	Family	Genus	Species	DietSimp	DietSpec	Diet_2	Notes	Study	16S515F-806R	FASTQ.gzfiles	Metadata(custom)	pairedORsingle	initials	duplicate
Miret29	Arthropoda	Insecta	Lepidoptera	Noctuidae	Brithys	Brithys_Crini	Herbivore	Herbivore	NA	studydatawaspaired_onlyusedsingle_similarreverseread	Miret_et_al_2022	V3-V4	yes	NA	single	DW	NA
Miret30	Arthropoda	Insecta	Lepidoptera	Noctuidae	Brithys	Brithys_Crini	Herbivore	Herbivore	NA	studydatawaspaired_onlyusedsingle_similarreverseread	Miret_et_al_2022	V3-V4	yes	NA	single	DW	NA
Chaerinkim1	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim2	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim3	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim4	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim5	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim6	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim7	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim8	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim9	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim10	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim11	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim12	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim13	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim14	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim15	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim16	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim17	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim18	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim19	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim20	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim21	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim22	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim23	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim24	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim25	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim26	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim27	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim28	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim29	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
Chaerinkim30	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis_Cerana	Herbivore	Herbivore	NA	NA	Chaerinkim_et_al_2022	V3-V4	yes	NA	paired	DW	NA
wasimuddin1	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin2	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin3	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin4	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin5	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin6	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin7	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin8	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin9	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin10	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin11	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin12	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin13	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin14	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin15	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin16	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin17	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin18	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin19	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin20	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin21	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin22	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin23	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin24	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin25	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin26	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin27	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin28	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin29	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
wasimuddin30	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx_Jubatus	Carnivore	Carnivore	NA	dadacut0-100	Wasimuddin_et_al_2017	NA	yes	NA	single	KS	NA
tinker1	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker2	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker3	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker4	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker5	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker6	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker7	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker8	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker9	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker10	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker11	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker12	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker13	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker14	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker15	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker16	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker17	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker18	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker19	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker20	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker21	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker22	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker23	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker24	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker25	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker26	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker27	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker28	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker29	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
tinker30	Arthropoda	Insecta	Blattodea	Blattidae	Periplaneta	Periplaneta_Americana	Omnivore	Omnivore	NA	NA	Tinker_et_al_2016	NA	yes	NA	paired	KS	NA
Holt1	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt2	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt3	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt4	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt5	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt6	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt7	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt8	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt9	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt10	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt11	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt12	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt13	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt14	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt15	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt16	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt17	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt18	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt19	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt20	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt21	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt22	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt23	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt24	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt25	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt26	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt27	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt28	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt29	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Holt30	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus_Gammarus	Omnivore	Omnivore	NA	studydatawaspaired_onlyusedsingle(badscoreforreverseread)	Holt_et_al_2019	V4	yes	NA	single	DW	NA
Lihongzhou1	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
Lihongzhou2	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
Lihongzhou3	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
Lihongzhou4	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
Lihongzhou5	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
Lihongzhou6	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
Lihongzhou7	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
Lihongzhou8	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
Lihongzhou9	Arthropoda	Insecta	Lepidoptera	Noctuidae	Spodoptera	Spodoptera_Exigua	Herbivore	Herbivore	NA	NA	Lihongzhou_et_al_2022	V3-V4	yes	NA	single	DW	NA
